weight_kg,height_cm,age,is_male,kcal_per_shift,meal_target_kcal,calories,protein,carbs,fat,cal_diff_ratio,soft_penalty,pref_bonus,macro_score,cat_garnish,cat_protein,cat_side,caffeine,dairy,diet,fiber,fish,fruit,gluten,gluten_free,high_fat,hot,iron,low_cal,pork,poultry,probiotic,processed,red_meat,sweet,veg
101.9,157.7,27,1,1500,1181.1187499999999,140,22.0,0.0,4.0,0.6444049338815424,0.0,0.0,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.9,157.7,27,1,1500,1181.1187499999999,130,20.0,3.0,4.0,0.6698045814614322,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
101.9,157.7,27,1,1500,1181.1187499999999,40,1.0,5.0,2.0,0.8984014096804407,0.0,0.15,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101.9,157.7,27,1,1500,1181.1187499999999,80,1.5,9.0,4.0,0.7968028193608814,0.0,0.15,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101.9,157.7,27,1,1500,1181.1187499999999,60,0.2,15.0,0.0,0.847602114520661,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
101.9,157.7,27,1,1500,1181.1187499999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101.9,157.7,27,1,1500,1181.1187499999999,50,3.0,4.0,2.5,0.8730017621005508,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100.0,161.3,33,0,3000,1638.7437499999999,130,4.5,28.0,2.0,0.7620128223219768,0.0,0.0,0.13846153846153847,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100.0,161.3,33,0,3000,1638.7437499999999,130,2.5,28.0,0.5,0.7620128223219768,0.0,0.0,0.07692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100.0,161.3,33,0,3000,1638.7437499999999,150,5.0,30.0,1.0,0.7253994103715117,0.2,0.0,0.13333333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,161.3,33,0,3000,1638.7437499999999,110,2.5,18.0,3.0,0.798626234272442,0.0,0.0,0.09090909090909091,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,161.3,33,0,3000,1638.7437499999999,70,2.0,10.0,3.0,0.8718530581733721,0.0,0.0,0.11428571428571428,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
100.0,161.3,33,0,3000,1638.7437499999999,220,18.0,8.0,12.0,0.5972524685448838,0.0,0.0,0.32727272727272727,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100.0,161.3,33,0,3000,1638.7437499999999,160,30.0,0.0,3.0,0.7070927043962791,0.0,0.15,0.75,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100.0,161.3,33,0,3000,1638.7437499999999,280,25.0,2.0,20.0,0.48741223269348843,0.0,0.0,0.35714285714285715,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100.0,161.3,33,0,3000,1638.7437499999999,290,12.0,3.0,26.0,0.4691055267182559,0.0,0.0,0.16551724137931034,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
100.0,161.3,33,0,3000,1638.7437499999999,140,22.0,0.0,4.0,0.7437061163467442,0.0,0.15,0.6285714285714286,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,161.3,33,0,3000,1638.7437499999999,130,20.0,3.0,4.0,0.7620128223219768,0.0,0.0,0.6153846153846154,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100.0,161.3,33,0,3000,1638.7437499999999,40,1.0,5.0,2.0,0.9267731760990697,0.0,0.0,0.1,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,161.3,33,0,3000,1638.7437499999999,80,1.5,9.0,4.0,0.8535463521981396,0.0,0.0,0.075,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,161.3,33,0,3000,1638.7437499999999,60,0.2,15.0,0.0,0.8901597641486046,0.0,0.0,0.013333333333333334,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
100.0,161.3,33,0,3000,1638.7437499999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100.0,161.3,33,0,3000,1638.7437499999999,50,3.0,4.0,2.5,0.9084664701238372,0.0,0.0,0.24,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93.4,169.9,44,0,3200,1685.20625,130,4.5,28.0,2.0,0.7685743213924111,0.0,0.0,0.13846153846153847,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
93.4,169.9,44,0,3200,1685.20625,130,2.5,28.0,0.5,0.7685743213924111,0.0,0.0,0.07692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
93.4,169.9,44,0,3200,1685.20625,150,5.0,30.0,1.0,0.7329703708373975,0.0,0.0,0.13333333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93.4,169.9,44,0,3200,1685.20625,110,2.5,18.0,3.0,0.8041782719474249,0.0,0.0,0.09090909090909091,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.4,169.9,44,0,3200,1685.20625,70,2.0,10.0,3.0,0.8753861730574521,0.0,0.0,0.11428571428571428,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
93.4,169.9,44,0,3200,1685.20625,220,18.0,8.0,12.0,0.6083565438948496,0.0,0.0,0.32727272727272727,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93.4,169.9,44,0,3200,1685.20625,160,30.0,0.0,3.0,0.7151683955598906,0.0,0.0,0.75,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93.4,169.9,44,0,3200,1685.20625,280,25.0,2.0,20.0,0.5015446922298087,0.0,0.0,0.35714285714285715,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
93.4,169.9,44,0,3200,1685.20625,290,12.0,3.0,26.0,0.4837427169523018,0.0,0.0,0.16551724137931034,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
93.4,169.9,44,0,3200,1685.20625,140,22.0,0.0,4.0,0.7507723461149043,0.0,0.0,0.6285714285714286,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.4,169.9,44,0,3200,1685.20625,130,20.0,3.0,4.0,0.7685743213924111,0.0,0.0,0.6153846153846154,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
93.4,169.9,44,0,3200,1685.20625,40,1.0,5.0,2.0,0.9287920988899727,0.0,0.0,0.1,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.4,169.9,44,0,3200,1685.20625,80,1.5,9.0,4.0,0.8575841977799453,0.0,0.0,0.075,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.4,169.9,44,0,3200,1685.20625,60,0.2,15.0,0.0,0.893188148334959,0.0,0.0,0.013333333333333334,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
93.4,169.9,44,0,3200,1685.20625,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93.4,169.9,44,0,3200,1685.20625,50,3.0,4.0,2.5,0.9109901236124658,0.0,0.0,0.24,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76.5,163.4,31,0,1900,1179.5874999999999,130,4.5,28.0,2.0,0.6693759471001515,0.0,0.0,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76.5,163.4,31,0,1900,1179.5874999999999,130,2.5,28.0,0.5,0.6693759471001515,0.0,0.0,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76.5,163.4,31,0,1900,1179.5874999999999,150,5.0,30.0,1.0,0.6185107081924824,0.0,0.0,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
76.5,163.4,31,0,1900,1179.5874999999999,110,2.5,18.0,3.0,0.7202411860078205,0.0,0.0,0.8727272727272728,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.5,163.4,31,0,1900,1179.5874999999999,70,2.0,10.0,3.0,0.8219716638231584,0.0,0.0,0.8785714285714286,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
76.5,163.4,31,0,1900,1179.5874999999999,220,18.0,8.0,12.0,0.44048237201564094,0.0,0.0,0.9318181818181819,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76.5,163.4,31,0,1900,1179.5874999999999,160,30.0,0.0,3.0,0.593078088738648,0.0,0.15,0.9625,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76.5,163.4,31,0,1900,1179.5874999999999,280,25.0,2.0,20.0,0.28788665529263396,0.0,0.0,0.9392857142857143,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
76.5,163.4,31,0,1900,1179.5874999999999,290,12.0,3.0,26.0,0.26245403583879945,0.0,0.0,0.8913793103448275,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
76.5,163.4,31,0,1900,1179.5874999999999,140,22.0,0.0,4.0,0.643943327646317,0.0,0.15,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5,163.4,31,0,1900,1179.5874999999999,130,20.0,3.0,4.0,0.6693759471001515,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
76.5,163.4,31,0,1900,1179.5874999999999,40,1.0,5.0,2.0,0.8982695221846619,0.0,0.15,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.5,163.4,31,0,1900,1179.5874999999999,80,1.5,9.0,4.0,0.796539044369324,0.0,0.0,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.5,163.4,31,0,1900,1179.5874999999999,60,0.2,15.0,0.0,0.847404283276993,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
76.5,163.4,31,0,1900,1179.5874999999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76.5,163.4,31,0,1900,1179.5874999999999,50,3.0,4.0,2.5,0.8728369027308275,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82.3,160.0,31,0,1500,1052.45,130,4.5,28.0,2.0,0.6294360777234073,0.0,0.0,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
82.3,160.0,31,0,1500,1052.45,130,2.5,28.0,0.5,0.6294360777234073,0.0,0.0,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
82.3,160.0,31,0,1500,1052.45,150,5.0,30.0,1.0,0.5724262435270084,0.0,0.0,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
82.3,160.0,31,0,1500,1052.45,110,2.5,18.0,3.0,0.6864459119198062,0.0,0.0,0.8727272727272728,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82.3,160.0,31,0,1500,1052.45,70,2.0,10.0,3.0,0.800465580312604,0.0,0.0,0.8785714285714286,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
82.3,160.0,31,0,1500,1052.45,220,18.0,8.0,12.0,0.37289182383961234,0.0,0.0,0.9318181818181819,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82.3,160.0,31,0,1500,1052.45,160,30.0,0.0,3.0,0.543921326428809,0.0,0.0,0.9625,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82.3,160.0,31,0,1500,1052.45,280,25.0,2.0,20.0,0.2018623212504157,0.0,0.0,0.9392857142857143,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
82.3,160.0,31,0,1500,1052.45,290,12.0,3.0,26.0,0.17335740415221626,0.0,0.0,0.8913793103448275,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
82.3,160.0,31,0,1500,1052.45,140,22.0,0.0,4.0,0.6009311606252078,0.0,0.0,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.3,160.0,31,0,1500,1052.45,130,20.0,3.0,4.0,0.6294360777234073,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
82.3,160.0,31,0,1500,1052.45,40,1.0,5.0,2.0,0.8859803316072022,0.0,0.0,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82.3,160.0,31,0,1500,1052.45,80,1.5,9.0,4.0,0.7719606632144045,0.0,0.0,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82.3,160.0,31,0,1500,1052.45,60,0.2,15.0,0.0,0.8289704974108033,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82.3,160.0,31,0,1500,1052.45,0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82.3,160.0,31,0,1500,1052.45,50,3.0,4.0,2.5,0.8574754145090028,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115.4,184.5,22,1,1500,1295.7437499999999,130,4.5,28.0,2.0,0.6990145620999522,0.0,0.15,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
115.4,184.5,22,1,1500,1295.7437499999999,130,2.5,28.0,0.5,0.6990145620999522,0.0,0.15,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
115.4,184.5,22,1,1500,1295.7437499999999,150,5.0,30.0,1.0,0.6527091101153295,0.0,0.15,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
115.4,184.5,22,1,1500,1295.7437499999999,110,2.5,18.0,3.0,0.7453200140845749,0.0,0.15,0.8727272727272728,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115.4,184.5,22,1,1500,1295.7437499999999,70,2.0,10.0,3.0,0.8379309180538204,0.0,0.15,0.8785714285714286,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
115.4,184.5,22,1,1500,1295.7437499999999,220,18.0,8.0,12.0,0.49064002816914987,0.0,0.0,0.9318181818181819,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115.4,184.5,22,1,1500,1295.7437499999999,160,30.0,0.0,3.0,0.6295563841230181,0.0,0.0,0.9625,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115.4,184.5,22,1,1500,1295.7437499999999,280,25.0,2.0,20.0,0.35172367221528167,0.0,0.0,0.9392857142857143,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
115.4,184.5,22,1,1500,1295.7437499999999,290,12.0,3.0,26.0,0.3285709462229703,0.2,0.0,0.8913793103448275,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
115.4,184.5,22,1,1500,1295.7437499999999,140,22.0,0.0,4.0,0.6758618361076408,0.0,0.0,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115.4,184.5,22,1,1500,1295.7437499999999,130,20.0,3.0,4.0,0.6990145620999522,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
115.4,184.5,22,1,1500,1295.7437499999999,40,1.0,5.0,2.0,0.9073890960307546,0.0,0.15,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115.4,184.5,22,1,1500,1295.7437499999999,80,1.5,9.0,4.0,0.814778192061509,0.0,0.15,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115.4,184.5,22,1,1500,1295.7437499999999,60,0.2,15.0,0.0,0.8610836440461318,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
115.4,184.5,22,1,1500,1295.7437499999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115.4,184.5,22,1,1500,1295.7437499999999,50,3.0,4.0,2.5,0.8842363700384431,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58.0,179.1,48,1,3200,1632.53125,130,4.5,28.0,2.0,0.7611071763557359,0.0,0.15,0.13846153846153847,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58.0,179.1,48,1,3200,1632.53125,130,2.5,28.0,0.5,0.7611071763557359,0.0,0.15,0.07692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58.0,179.1,48,1,3200,1632.53125,150,5.0,30.0,1.0,0.7243544342566184,0.0,0.15,0.13333333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58.0,179.1,48,1,3200,1632.53125,110,2.5,18.0,3.0,0.7978599184548535,0.0,0.15,0.09090909090909091,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58.0,179.1,48,1,3200,1632.53125,70,2.0,10.0,3.0,0.8713654026530886,0.0,0.15,0.11428571428571428,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
58.0,179.1,48,1,3200,1632.53125,220,18.0,8.0,12.0,0.595719836909707,0.0,0.0,0.32727272727272727,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.0,179.1,48,1,3200,1632.53125,160,30.0,0.0,3.0,0.7059780632070596,0.0,0.0,0.75,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.0,179.1,48,1,3200,1632.53125,280,25.0,2.0,20.0,0.4854616106123543,0.0,0.0,0.35714285714285715,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58.0,179.1,48,1,3200,1632.53125,290,12.0,3.0,26.0,0.4670852395627955,0.0,0.0,0.16551724137931034,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
58.0,179.1,48,1,3200,1632.53125,140,22.0,0.0,4.0,0.7427308053061772,0.0,0.0,0.6285714285714286,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.0,179.1,48,1,3200,1632.53125,130,20.0,3.0,4.0,0.7611071763557359,0.0,0.0,0.6153846153846154,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
58.0,179.1,48,1,3200,1632.53125,40,1.0,5.0,2.0,0.9264945158017649,0.0,0.15,0.1,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58.0,179.1,48,1,3200,1632.53125,80,1.5,9.0,4.0,0.8529890316035298,0.0,0.15,0.075,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58.0,179.1,48,1,3200,1632.53125,60,0.2,15.0,0.0,0.8897417737026474,0.0,0.0,0.013333333333333334,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
58.0,179.1,48,1,3200,1632.53125,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58.0,179.1,48,1,3200,1632.53125,50,3.0,4.0,2.5,0.9081181447522061,0.0,0.0,0.24,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94.3,178.2,30,1,3200,1789.1125,130,4.5,28.0,2.0,0.7820148257865283,0.0,0.0,0.13846153846153847,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94.3,178.2,30,1,3200,1789.1125,130,2.5,28.0,0.5,0.7820148257865283,0.0,0.0,0.07692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
94.3,178.2,30,1,3200,1789.1125,150,5.0,30.0,1.0,0.7484786451383018,0.0,0.0,0.13333333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94.3,178.2,30,1,3200,1789.1125,110,2.5,18.0,3.0,0.8155510064347546,0.0,0.0,0.09090909090909091,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94.3,178.2,30,1,3200,1789.1125,70,2.0,10.0,3.0,0.8826233677312075,0.0,0.0,0.11428571428571428,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
94.3,178.2,30,1,3200,1789.1125,220,18.0,8.0,12.0,0.6311020128695093,0.0,0.0,0.32727272727272727,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94.3,178.2,30,1,3200,1789.1125,160,30.0,0.0,3.0,0.7317105548141886,0.0,0.0,0.75,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94.3,178.2,30,1,3200,1789.1125,280,25.0,2.0,20.0,0.53049347092483,0.0,0.0,0.35714285714285715,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
94.3,178.2,30,1,3200,1789.1125,290,12.0,3.0,26.0,0.5137253806007168,0.0,0.0,0.16551724137931034,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
94.3,178.2,30,1,3200,1789.1125,140,22.0,0.0,4.0,0.765246735462415,0.0,0.0,0.6285714285714286,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.3,178.2,30,1,3200,1789.1125,130,20.0,3.0,4.0,0.7820148257865283,0.0,0.0,0.6153846153846154,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
94.3,178.2,30,1,3200,1789.1125,40,1.0,5.0,2.0,0.9329276387035471,0.0,0.0,0.1,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94.3,178.2,30,1,3200,1789.1125,80,1.5,9.0,4.0,0.8658552774070943,0.0,0.0,0.075,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94.3,178.2,30,1,3200,1789.1125,60,0.2,15.0,0.0,0.8993914580553207,0.0,0.0,0.013333333333333334,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
94.3,178.2,30,1,3200,1789.1125,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94.3,178.2,30,1,3200,1789.1125,50,3.0,4.0,2.5,0.9161595483794339,0.0,0.0,0.24,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76.4,180.0,27,1,3000,1665.6499999999999,130,4.5,28.0,2.0,0.765857172875454,0.0,0.15,0.13846153846153847,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76.4,180.0,27,1,3000,1665.6499999999999,130,2.5,28.0,0.5,0.765857172875454,0.0,0.15,0.07692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76.4,180.0,27,1,3000,1665.6499999999999,150,5.0,30.0,1.0,0.7298351994716776,0.0,0.15,0.13333333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
76.4,180.0,27,1,3000,1665.6499999999999,110,2.5,18.0,3.0,0.8018791462792303,0.0,0.15,0.09090909090909091,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.4,180.0,27,1,3000,1665.6499999999999,70,2.0,10.0,3.0,0.873923093086783,0.0,0.15,0.11428571428571428,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
76.4,180.0,27,1,3000,1665.6499999999999,220,18.0,8.0,12.0,0.6037582925584606,0.0,0.0,0.32727272727272727,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76.4,180.0,27,1,3000,1665.6499999999999,160,30.0,0.0,3.0,0.7118242127697896,0.0,0.0,0.75,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76.4,180.0,27,1,3000,1665.6499999999999,280,25.0,2.0,20.0,0.49569237234713165,0.0,0.0,0.35714285714285715,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
76.4,180.0,27,1,3000,1665.6499999999999,290,12.0,3.0,26.0,0.47768138564524354,0.0,0.0,0.16551724137931034,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
76.4,180.0,27,1,3000,1665.6499999999999,140,22.0,0.0,4.0,0.7478461861735658,0.2,0.0,0.6285714285714286,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4,180.0,27,1,3000,1665.6499999999999,130,20.0,3.0,4.0,0.765857172875454,0.0,0.0,0.6153846153846154,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
76.4,180.0,27,1,3000,1665.6499999999999,40,1.0,5.0,2.0,0.9279560531924473,0.0,0.15,0.1,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.4,180.0,27,1,3000,1665.6499999999999,80,1.5,9.0,4.0,0.8559121063848948,0.0,0.15,0.075,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
